"ORDER_ID","STATUS_NAME","PRODUCT_NAME","CREATION_DATE","STATUS_CHANGE_DATE","IS_TEST_ORDER"
2455,IN_PROGRESS,.INFO,"2023-09-12","2023-09-15",false
2455,CONFIRMED,.INFO,"2023-09-12","2023-09-20",false
2462,CREATED,CLASSIC_HOSTING,"2023-01-12","2023-01-12",false
2462,IN_PROGRESS,CLASSIC_HOSTING,"2023-01-12","2023-01-19",false
2462,CANCELLED,CLASSIC_HOSTING,"2023-01-12","2023-01-21",false
2659,CREATED,.ONLINE,"2023-07-22","2023-07-22",false
2659,CONFIRMED,.ONLINE,"2023-07-22","2023-07-30",false
2671,CREATED,GLASS_FIBER,"2023-05-24","2023-05-24",false
2779,CREATED,MWP,"2022-01-06","2022-01-06",false
2779,CONFIRMED,MWP,"2022-01-06","2022-01-10",false
2872,CREATED,.INFO,"2023-11-22","2023-11-22",false
2987,CREATED,.COM,"2022-03-19","2022-03-19",false
2987,IN_PROGRESS,.COM,"2022-03-19","2022-03-22",false
2987,CONFIRMED,.COM,"2022-03-19","2022-03-28",false
2990,CREATED,.ONLINE,"2023-12-12","2023-12-12",false
2990,CANCELLED,.ONLINE,"2023-12-12","2023-12-20",false
3008,CREATED,CLASSIC_HOSTING,"2023-09-15","2023-09-15",false
3008,CONFIRMED,CLASSIC_HOSTING,"2023-09-15","2023-09-21",false
3153,CREATED,.INFO,"2023-08-11","2023-08-11",false
3153,CONFIRMED,.INFO,"2023-08-11","2023-08-19",false
3312,CREATED,CLASSIC_HOSTING,"2023-05-14","2023-05-14",false
3312,CONFIRMED,CLASSIC_HOSTING,"2023-05-14","2023-05-24",false
3459,CREATED,CLASSIC_HOSTING,"2023-09-25","2023-09-25",false
3459,CANCELLED,CLASSIC_HOSTING,"2023-09-25","2023-09-27",false
4006,CREATED,GLASS_FIBER,"2023-01-25","2023-01-25",false
4006,IN_PROGRESS,GLASS_FIBER,"2023-01-25","2023-01-31",false
4006,CONFIRMED,GLASS_FIBER,"2023-01-25","2023-02-02",false
4138,CREATED,.COM,"2022-08-03","2022-08-03",false
4138,IN_PROGRESS,.COM,"2022-08-03","2022-08-08",false
4145,CREATED,DSL,"2022-03-07","2022-03-07",false
4145,IN_PROGRESS,DSL,"2022-03-07","2022-03-17",false
4161,CREATED,CLASSIC_HOSTING,"2023-04-23","2023-04-23",false
4161,CANCELLED,CLASSIC_HOSTING,"2023-04-23","2023-05-01",false
4183,CREATED,.INFO,"2023-05-05","2023-05-05",false
4183,CONFIRMED,.INFO,"2023-05-05","2023-05-10",false
4245,CREATED,GLASS_FIBER,"2023-01-06","2023-01-06",false
4245,CANCELLED,GLASS_FIBER,"2023-01-06","2023-01-12",false
4291,CREATED,DSL,"2022-02-01","2022-02-01",false
4291,CONFIRMED,DSL,"2022-02-01","2022-02-10",false
4312,CREATED,.INFO,"2023-06-22","2023-06-22",false
4312,IN_PROGRESS,.INFO,"2023-06-22","2023-06-25",false
4312,CANCELLED,.INFO,"2023-06-22","2023-06-27",false
4382,CREATED,.COM,"2022-03-24","2022-03-24",false
4382,CONFIRMED,.COM,"2022-03-24","2022-03-27",false
4616,CREATED,.INFO,"2023-04-29","2023-04-29",false
4616,IN_PROGRESS,.INFO,"2023-04-29","2023-05-05",false
4664,CREATED,MWP,"2022-06-11","2022-06-11",false
4664,IN_PROGRESS,MWP,"2022-06-11","2022-06-15",false
4750,CREATED,DSL,"2022-06-06","2022-06-06",false
4779,CREATED,CLASSIC_HOSTING,"2023-05-15","2023-05-15",false
4779,CONFIRMED,CLASSIC_HOSTING,"2023-05-15","2023-05-19",false
4816,CREATED,DSL,"2022-03-24","2022-03-24",false
4816,CONFIRMED,DSL,"2022-03-24","2022-03-31",false
4848,CREATED,GLASS_FIBER,"2023-05-01","2023-05-01",false
4848,CANCELLED,GLASS_FIBER,"2023-05-01","2023-05-03",false
4865,CREATED,CLASSIC_HOSTING,"2023-02-16","2023-02-16",false
4865,CANCELLED,CLASSIC_HOSTING,"2023-02-16","2023-02-24",false
4873,CREATED,.COM,"2022-07-03","2022-07-03",false
4900,CREATED,.INFO,"2023-01-02","2023-01-02",false
4900,IN_PROGRESS,.INFO,"2023-01-02","2023-01-07",false
4900,CONFIRMED,.INFO,"2023-01-02","2023-01-14",false
4901,CREATED,.COM,"2022-07-05","2022-07-05",false
4950,CREATED,.ONLINE,"2023-08-29","2023-08-29",false
5073,CREATED,.COM,"2022-02-01","2022-02-01",false
5073,CONFIRMED,.COM,"2022-02-01","2022-02-03",false
5318,CREATED,.INFO,"2023-08-13","2023-08-13",false
5318,IN_PROGRESS,.INFO,"2023-08-13","2023-08-23",false
5318,CONFIRMED,.INFO,"2023-08-13","2023-09-02",false
5493,CREATED,.COM,"2022-07-06","2022-07-06",false
5493,CANCELLED,.COM,"2022-07-06","2022-07-14",false
5526,CREATED,.INFO,"2023-01-07","2023-01-07",false
5526,IN_PROGRESS,.INFO,"2023-01-07","2023-01-09",false
5526,CONFIRMED,.INFO,"2023-01-07","2023-01-17",false
5649,CREATED,MWP,"2022-01-15","2022-01-15",false
5649,CANCELLED,MWP,"2022-01-15","2022-01-21",false
5715,CREATED,DSL,"2022-03-16","2022-03-16",false
5715,CONFIRMED,DSL,"2022-03-16","2022-03-17",false
5863,CREATED,.INFO,"2023-08-02","2023-08-02",false
5863,CONFIRMED,.INFO,"2023-08-02","2023-08-05",false
5900,CREATED,MWP,"2022-01-22","2022-01-22",false
5900,CANCELLED,MWP,"2022-01-22","2022-01-26",false
6008,CREATED,.COM,"2022-09-01","2022-09-01",false
6008,CONFIRMED,.COM,"2022-09-01","2022-09-07",false
6202,CREATED,MWP,"2022-02-02","2022-02-02",false
6202,IN_PROGRESS,MWP,"2022-02-02","2022-02-08",false
6269,CREATED,CLASSIC_HOSTING,"2023-10-08","2023-10-08",false
6295,CREATED,CLASSIC_HOSTING,"2023-05-02","2023-05-02",false
6295,CONFIRMED,CLASSIC_HOSTING,"2023-05-02","2023-05-05",false
6315,CREATED,MWP,"2022-03-26","2022-03-26",false
6315,CANCELLED,MWP,"2022-03-26","2022-03-29",false
6317,CREATED,DSL,"2022-04-03","2022-04-03",false
6317,IN_PROGRESS,DSL,"2022-04-03","2022-04-07",false
6317,CANCELLED,DSL,"2022-04-03","2022-04-14",false
6365,CREATED,CLASSIC_HOSTING,"2023-11-25","2023-11-25",false
6365,IN_PROGRESS,CLASSIC_HOSTING,"2023-11-25","2023-11-29",false
6390,CREATED,.ONLINE,"2023-08-15","2023-08-15",false
6390,CONFIRMED,.ONLINE,"2023-08-15","2023-08-17",false
6415,CREATED,CLASSIC_HOSTING,"2023-02-07","2023-02-07",false
6415,IN_PROGRESS,CLASSIC_HOSTING,"2023-02-07","2023-02-10",false
6415,CANCELLED,CLASSIC_HOSTING,"2023-02-07","2023-02-13",false
6416,CREATED,.INFO,"2023-06-27","2023-06-27",false
6416,CONFIRMED,.INFO,"2023-06-27","2023-07-01",false
6460,CREATED,.ONLINE,"2023-12-19","2023-12-19",false
6593,CREATED,.INFO,"2023-02-18","2023-02-18",false
6593,CONFIRMED,.INFO,"2023-02-18","2023-02-28",false
6616,CREATED,MWP,"2022-09-14","2022-09-14",false
6616,CONFIRMED,MWP,"2022-09-14","2022-09-20",false
6683,CREATED,.ONLINE,"2023-07-08","2023-07-08",false
6683,IN_PROGRESS,.ONLINE,"2023-07-08","2023-07-13",false
6683,CANCELLED,.ONLINE,"2023-07-08","2023-07-21",false
6926,CREATED,.INFO,"2023-01-03","2023-01-03",false
6926,IN_PROGRESS,.INFO,"2023-01-03","2023-01-13",false
6926,CONFIRMED,.INFO,"2023-01-03","2023-01-18",false
6927,CREATED,CLASSIC_HOSTING,"2023-05-30","2023-05-30",false
6976,CREATED,CLASSIC_HOSTING,"2023-05-01","2023-05-01",false
6976,CANCELLED,CLASSIC_HOSTING,"2023-05-01","2023-05-09",false
7006,CREATED,DSL,"2022-08-09","2022-08-09",false
7006,CONFIRMED,DSL,"2022-08-09","2022-08-10",false
7010,CREATED,.ONLINE,"2023-02-18","2023-02-18",false
7010,CONFIRMED,.ONLINE,"2023-02-18","2023-02-27",false
7107,CREATED,CLASSIC_HOSTING,"2023-04-02","2023-04-02",false
7107,CANCELLED,CLASSIC_HOSTING,"2023-04-02","2023-04-10",false
7220,CREATED,DSL,"2022-01-19","2022-01-19",false
7220,IN_PROGRESS,DSL,"2022-01-19","2022-01-20",false
7220,CANCELLED,DSL,"2022-01-19","2022-01-23",false
7240,CREATED,.COM,"2022-01-06","2022-01-06",false
7240,IN_PROGRESS,.COM,"2022-01-06","2022-01-11",false
7240,CONFIRMED,.COM,"2022-01-06","2022-01-15",false
7312,CREATED,.INFO,"2023-10-20","2023-10-20",false
7312,CANCELLED,.INFO,"2023-10-20","2023-10-23",false
7318,CREATED,DSL,"2022-04-10","2022-04-10",false
7318,CONFIRMED,DSL,"2022-04-10","2022-04-20",false
7455,CREATED,.COM,"2022-03-24","2022-03-24",false
7455,CANCELLED,.COM,"2022-03-24","2022-03-26",false
7472,CREATED,.COM,"2022-06-08","2022-06-08",false
7472,CONFIRMED,.COM,"2022-06-08","2022-06-11",false
7482,CREATED,.ONLINE,"2023-05-15","2023-05-15",false
7482,IN_PROGRESS,.ONLINE,"2023-05-15","2023-05-16",false
7482,CANCELLED,.ONLINE,"2023-05-15","2023-05-22",false
7653,CREATED,MWP,"2022-04-17","2022-04-17",false
7653,CANCELLED,MWP,"2022-04-17","2022-04-18",false
8012,CREATED,.COM,"2022-05-02","2022-05-02",false
8223,CREATED,GLASS_FIBER,"2023-10-03","2023-10-03",false
8256,CREATED,GLASS_FIBER,"2023-01-04","2023-01-04",false
8256,IN_PROGRESS,GLASS_FIBER,"2023-01-04","2023-01-14",false
8256,CONFIRMED,GLASS_FIBER,"2023-01-04","2023-01-18",false
8276,CREATED,GLASS_FIBER,"2023-06-05","2023-06-05",false
8312,CREATED,MWP,"2022-06-11","2022-06-11",false
8312,CONFIRMED,MWP,"2022-06-11","2022-06-18",false
8390,CREATED,DSL,"2022-02-24","2022-02-24",false
8390,CONFIRMED,DSL,"2022-02-24","2022-02-25",false
8534,CREATED,MWP,"2022-03-22","2022-03-22",false
8534,IN_PROGRESS,MWP,"2022-03-22","2022-03-23",false
8540,CREATED,.ONLINE,"2023-03-09","2023-03-09",false
8540,IN_PROGRESS,.ONLINE,"2023-03-09","2023-03-19",false
8593,CREATED,MWP,"2022-03-28","2022-03-28",false
8593,CONFIRMED,MWP,"2022-03-28","2022-04-07",false
8738,CREATED,DSL,"2022-07-31","2022-07-31",false
8738,CONFIRMED,DSL,"2022-07-31","2022-08-06",false
8950,CREATED,.COM,"2022-06-24","2022-06-24",false
8976,CREATED,.COM,"2022-03-10","2022-03-10",false
8976,CONFIRMED,.COM,"2022-03-10","2022-03-16",false
8980,CREATED,.INFO,"2023-04-08","2023-04-08",false
8980,IN_PROGRESS,.INFO,"2023-04-08","2023-04-18",false
8980,CANCELLED,.INFO,"2023-04-08","2023-04-22",false
9073,CREATED,CLASSIC_HOSTING,"2023-07-17","2023-07-17",false
9073,CANCELLED,CLASSIC_HOSTING,"2023-07-17","2023-07-27",false
9162,CREATED,CLASSIC_HOSTING,"2023-07-19","2023-07-19",false
9162,CANCELLED,CLASSIC_HOSTING,"2023-07-19","2023-07-28",false
9415,CREATED,CLASSIC_HOSTING,"2023-04-03","2023-04-03",false
9415,CONFIRMED,CLASSIC_HOSTING,"2023-04-03","2023-04-07",false
9493,CREATED,MWP,"2022-07-31","2022-07-31",false
9493,IN_PROGRESS,MWP,"2022-07-31","2022-08-10",false
9493,CONFIRMED,MWP,"2022-07-31","2022-08-13",false
9571,CREATED,.INFO,"2023-01-17","2023-01-17",false
9571,CONFIRMED,.INFO,"2023-01-17","2023-01-26",false
10010,CREATED,MWP,"2022-02-09","2022-02-09",true
10010,CONFIRMED,MWP,"2022-02-09","2022-02-13",true
10039,CREATED,.INFO,"2023-09-17","2023-09-17",true
10039,CANCELLED,.INFO,"2023-09-17","2023-09-20",true
10073,CREATED,.ONLINE,"2023-04-12","2023-04-12",true
10073,IN_PROGRESS,.ONLINE,"2023-04-12","2023-04-16",true
10073,CONFIRMED,.ONLINE,"2023-04-12","2023-04-19",true
10120,CREATED,MWP,"2022-03-19","2022-03-19",true
10120,CANCELLED,MWP,"2022-03-19","2022-03-22",true
10146,CREATED,DSL,"2022-09-29","2022-09-29",true
10203,CREATED,GLASS_FIBER,"2023-01-26","2023-01-26",true
10203,CONFIRMED,GLASS_FIBER,"2023-01-26","2023-01-30",true
10256,CREATED,DSL,"2022-10-14","2022-10-14",false
10256,CANCELLED,DSL,"2022-10-14","2022-10-19",false
10291,CREATED,MWP,"2022-04-16","2022-04-16",false
10291,CANCELLED,MWP,"2022-04-16","2022-04-19",false
10488,CREATED,DSL,"2022-03-01","2022-03-01",false
10488,CANCELLED,DSL,"2022-03-01","2022-03-09",false
10704,CREATED,.ONLINE,"2023-05-03","2023-05-03",false
10704,CANCELLED,.ONLINE,"2023-05-03","2023-05-04",false
10705,CREATED,MWP,"2022-03-04","2022-03-04",false
10705,IN_PROGRESS,MWP,"2022-03-04","2022-03-06",false
10705,CANCELLED,MWP,"2022-03-04","2022-03-10",false
10765,CREATED,MWP,"2022-10-05","2022-10-05",false
10765,CANCELLED,MWP,"2022-10-05","2022-10-08",false
10823,CREATED,MWP,"2022-04-18","2022-04-18",false
10823,CONFIRMED,MWP,"2022-04-18","2022-04-28",false
10901,CREATED,MWP,"2022-03-21","2022-03-21",false
10980,CREATED,MWP,"2022-08-14","2022-08-14",false
10980,CONFIRMED,MWP,"2022-08-14","2022-08-21",false
11141,CREATED,GLASS_FIBER,"2023-03-22","2023-03-22",false
11141,CONFIRMED,GLASS_FIBER,"2023-03-22","2023-03-25",false
11175,CREATED,.COM,"2022-05-20","2022-05-20",false
11175,CONFIRMED,.COM,"2022-05-20","2022-05-21",false
11183,CREATED,.ONLINE,"2023-04-08","2023-04-08",false
11183,CANCELLED,.ONLINE,"2023-04-08","2023-04-15",false
11309,CREATED,.INFO,"2023-07-04","2023-07-04",false
11309,CONFIRMED,.INFO,"2023-07-04","2023-07-06",false
11518,CREATED,.ONLINE,"2023-02-16","2023-02-16",false
11518,CANCELLED,.ONLINE,"2023-02-16","2023-02-22",false
11818,CREATED,.INFO,"2023-09-14","2023-09-14",false
11818,CANCELLED,.INFO,"2023-09-14","2023-09-17",false
12145,CREATED,GLASS_FIBER,"2023-05-26","2023-05-26",false
12145,CONFIRMED,GLASS_FIBER,"2023-05-26","2023-06-04",false
12162,CREATED,DSL,"2022-07-27","2022-07-27",false
12162,CANCELLED,DSL,"2022-07-27","2022-07-30",false
12202,CREATED,DSL,"2022-06-04","2022-06-04",false
12202,CONFIRMED,DSL,"2022-06-04","2022-06-07",false
12234,CREATED,GLASS_FIBER,"2023-07-15","2023-07-15",false
12234,CONFIRMED,GLASS_FIBER,"2023-07-15","2023-07-22",false
12407,CREATED,GLASS_FIBER,"2023-04-09","2023-04-09",false
12407,CANCELLED,GLASS_FIBER,"2023-04-09","2023-04-14",false
12477,CREATED,.ONLINE,"2023-04-04","2023-04-04",false
12477,IN_PROGRESS,.ONLINE,"2023-04-04","2023-04-10",false
12477,CANCELLED,.ONLINE,"2023-04-04","2023-04-15",false
12526,CREATED,GLASS_FIBER,"2023-03-13","2023-03-13",false
12526,CONFIRMED,GLASS_FIBER,"2023-03-13","2023-03-23",false
12669,CREATED,DSL,"2022-01-28","2022-01-28",false
12669,CANCELLED,DSL,"2022-01-28","2022-01-30",false
12748,CREATED,CLASSIC_HOSTING,"2023-01-17","2023-01-17",false
12748,CONFIRMED,CLASSIC_HOSTING,"2023-01-17","2023-01-20",false
12832,CREATED,.ONLINE,"2023-06-18","2023-06-18",false
12832,CANCELLED,.ONLINE,"2023-06-18","2023-06-24",false
12952,CREATED,.ONLINE,"2023-02-11","2023-02-11",false
12952,CONFIRMED,.ONLINE,"2023-02-11","2023-02-20",false
13183,CREATED,.INFO,"2023-01-09","2023-01-09",false
13183,CANCELLED,.INFO,"2023-01-09","2023-01-10",false
13220,CREATED,DSL,"2022-01-09","2022-01-09",false
13220,IN_PROGRESS,DSL,"2022-01-09","2022-01-19",false
13220,CANCELLED,DSL,"2022-01-09","2022-01-20",false
13232,CREATED,.COM,"2022-11-01","2022-11-01",false
13232,CANCELLED,.COM,"2022-11-01","2022-11-08",false
13309,CREATED,MWP,"2022-02-19","2022-02-19",false
13309,IN_PROGRESS,MWP,"2022-02-19","2022-02-25",false
13309,CANCELLED,MWP,"2022-02-19","2022-03-01",false
13415,CREATED,GLASS_FIBER,"2023-03-01","2023-03-01",false
13415,CANCELLED,GLASS_FIBER,"2023-03-01","2023-03-03",false
13418,CREATED,GLASS_FIBER,"2023-03-28","2023-03-28",false
13418,IN_PROGRESS,GLASS_FIBER,"2023-03-28","2023-04-05",false
13418,CANCELLED,GLASS_FIBER,"2023-03-28","2023-04-10",false
13442,CREATED,.ONLINE,"2023-01-18","2023-01-18",false
13442,IN_PROGRESS,.ONLINE,"2023-01-18","2023-01-19",false
13442,CANCELLED,.ONLINE,"2023-01-18","2023-01-27",false
13455,CREATED,DSL,"2022-01-26","2022-01-26",false
13455,IN_PROGRESS,DSL,"2022-01-26","2022-01-28",false
13455,CONFIRMED,DSL,"2022-01-26","2022-02-06",false
13488,CREATED,.ONLINE,"2023-05-02","2023-05-02",false
13488,CANCELLED,.ONLINE,"2023-05-02","2023-05-09",false
13854,CREATED,.COM,"2022-01-01","2022-01-01",false
13854,CONFIRMED,.COM,"2022-01-01","2022-01-08",false
13859,CREATED,DSL,"2022-10-05","2022-10-05",false
13859,CANCELLED,DSL,"2022-10-05","2022-10-09",false
13952,CREATED,MWP,"2022-04-28","2022-04-28",false
13952,CONFIRMED,MWP,"2022-04-28","2022-05-02",false
14012,CREATED,.ONLINE,"2023-02-19","2023-02-19",false
14069,CREATED,.COM,"2022-12-31","2022-12-31",false
14071,CREATED,.COM,"2022-08-16","2022-08-16",false
14071,IN_PROGRESS,.COM,"2022-08-16","2022-08-22",false
14144,CREATED,GLASS_FIBER,"2023-11-21","2023-11-21",false
14144,CANCELLED,GLASS_FIBER,"2023-11-21","2023-11-25",false
14162,CREATED,.COM,"2022-03-03","2022-03-03",false
14162,IN_PROGRESS,.COM,"2022-03-03","2022-03-10",false
14162,CONFIRMED,.COM,"2022-03-03","2022-03-15",false
14390,CREATED,.ONLINE,"2023-06-12","2023-06-12",false
14390,IN_PROGRESS,.ONLINE,"2023-06-12","2023-06-17",false
14390,CONFIRMED,.ONLINE,"2023-06-12","2023-06-24",false
14440,CREATED,DSL,"2022-03-10","2022-03-10",false
14440,IN_PROGRESS,DSL,"2022-03-10","2022-03-15",false
14440,CONFIRMED,DSL,"2022-03-10","2022-03-22",false
14514,CREATED,CLASSIC_HOSTING,"2023-03-18","2023-03-18",false
14514,CONFIRMED,CLASSIC_HOSTING,"2023-03-18","2023-03-28",false
14624,CREATED,DSL,"2022-03-08","2022-03-08",false
14624,CANCELLED,DSL,"2022-03-08","2022-03-11",false
14670,CREATED,.INFO,"2023-07-20","2023-07-20",false
14670,CANCELLED,.INFO,"2023-07-20","2023-07-29",false
14683,CREATED,MWP,"2022-06-25","2022-06-25",false
14683,IN_PROGRESS,MWP,"2022-06-25","2022-06-28",false
14683,CANCELLED,MWP,"2022-06-25","2022-07-02",false
14797,CREATED,.ONLINE,"2023-05-12","2023-05-12",false
14797,IN_PROGRESS,.ONLINE,"2023-05-12","2023-05-20",false
14816,CREATED,.INFO,"2023-01-02","2023-01-02",false
14816,IN_PROGRESS,.INFO,"2023-01-02","2023-01-05",false
14816,CANCELLED,.INFO,"2023-01-02","2023-01-06",false
14926,CREATED,GLASS_FIBER,"2023-06-14","2023-06-14",false
14926,CANCELLED,GLASS_FIBER,"2023-06-14","2023-06-19",false
14976,CREATED,CLASSIC_HOSTING,"2023-04-21","2023-04-21",false
14976,IN_PROGRESS,CLASSIC_HOSTING,"2023-04-21","2023-05-01",false
14976,CONFIRMED,CLASSIC_HOSTING,"2023-04-21","2023-05-10",false
15170,CREATED,GLASS_FIBER,"2023-09-11","2023-09-11",false
15170,CONFIRMED,GLASS_FIBER,"2023-09-11","2023-09-12",false
15455,CREATED,GLASS_FIBER,"2023-08-25","2023-08-25",false
15455,CANCELLED,GLASS_FIBER,"2023-08-25","2023-09-02",false
15486,CREATED,DSL,"2022-03-16","2022-03-16",false
15486,CONFIRMED,DSL,"2022-03-16","2022-03-17",false
15528,CREATED,GLASS_FIBER,"2023-10-07","2023-10-07",false
15528,CANCELLED,GLASS_FIBER,"2023-10-07","2023-10-15",false
15818,CREATED,.ONLINE,"2023-02-27","2023-02-27",false
15818,IN_PROGRESS,.ONLINE,"2023-02-27","2023-03-09",false
15818,CONFIRMED,.ONLINE,"2023-02-27","2023-03-16",false
15882,CREATED,GLASS_FIBER,"2023-02-24","2023-02-24",false
15882,CANCELLED,GLASS_FIBER,"2023-02-24","2023-02-28",false
15995,CREATED,MWP,"2022-01-18","2022-01-18",false
15995,CONFIRMED,MWP,"2022-01-18","2022-01-24",false
16021,CREATED,MWP,"2022-02-14","2022-02-14",false
16025,CREATED,DSL,"2022-05-15","2022-05-15",false
16051,CREATED,.ONLINE,"2023-10-31","2023-10-31",false
16051,CANCELLED,.ONLINE,"2023-10-31","2023-11-07",false
16108,CREATED,.INFO,"2023-10-08","2023-10-08",false
16220,CREATED,.ONLINE,"2023-05-08","2023-05-08",false
16220,CANCELLED,.ONLINE,"2023-05-08","2023-05-10",false
16234,CREATED,CLASSIC_HOSTING,"2023-01-13","2023-01-13",false
16234,CONFIRMED,CLASSIC_HOSTING,"2023-01-13","2023-01-14",false
16245,CREATED,.ONLINE,"2023-03-14","2023-03-14",false
16245,CANCELLED,.ONLINE,"2023-03-14","2023-03-22",false
16284,CREATED,CLASSIC_HOSTING,"2023-11-26","2023-11-26",false
16284,CONFIRMED,CLASSIC_HOSTING,"2023-11-26","2023-12-01",false
16286,CREATED,DSL,"2022-03-06","2022-03-06",false
16286,CANCELLED,DSL,"2022-03-06","2022-03-09",false
16372,CREATED,.ONLINE,"2023-01-19","2023-01-19",false
16372,CONFIRMED,.ONLINE,"2023-01-19","2023-01-28",false
16395,CREATED,.COM,"2022-05-23","2022-05-23",false
16395,IN_PROGRESS,.COM,"2022-05-23","2022-05-26",false
16424,CREATED,CLASSIC_HOSTING,"2023-04-03","2023-04-03",false
16424,CONFIRMED,CLASSIC_HOSTING,"2023-04-03","2023-04-09",false
16446,CREATED,.INFO,"2023-01-06","2023-01-06",false
16446,IN_PROGRESS,.INFO,"2023-01-06","2023-01-13",false
16462,CREATED,GLASS_FIBER,"2023-04-14","2023-04-14",false
16462,CANCELLED,GLASS_FIBER,"2023-04-14","2023-04-23",false
16517,CREATED,MWP,"2022-04-01","2022-04-01",false
16517,IN_PROGRESS,MWP,"2022-04-01","2022-04-11",false
16517,CANCELLED,MWP,"2022-04-01","2022-04-21",false
16523,CREATED,.INFO,"2023-03-13","2023-03-13",false
16523,CONFIRMED,.INFO,"2023-03-13","2023-03-15",false
16594,CREATED,GLASS_FIBER,"2023-06-01","2023-06-01",false
16594,IN_PROGRESS,GLASS_FIBER,"2023-06-01","2023-06-03",false
16594,CONFIRMED,GLASS_FIBER,"2023-06-01","2023-06-08",false
16705,CREATED,GLASS_FIBER,"2023-01-29","2023-01-29",false
16705,CONFIRMED,GLASS_FIBER,"2023-01-29","2023-02-07",false
16828,CREATED,.COM,"2022-02-02","2022-02-02",false
16828,CANCELLED,.COM,"2022-02-02","2022-02-04",false
16872,CREATED,.INFO,"2023-03-10","2023-03-10",false
16906,CREATED,MWP,"2022-03-01","2022-03-01",false
16906,CONFIRMED,MWP,"2022-03-01","2022-03-05",false
17131,CREATED,GLASS_FIBER,"2023-07-15","2023-07-15",false
17131,IN_PROGRESS,GLASS_FIBER,"2023-07-15","2023-07-21",false
17131,CONFIRMED,GLASS_FIBER,"2023-07-15","2023-07-26",false
17486,CREATED,.INFO,"2023-04-09","2023-04-09",false
