"TRANSACTION_ID","RATING_DATE","RATING","TOOL"
info-77018,"2022-01-05",3,surveyape
info-76467,"2022-01-12",9,surveyape
info-77365,"2022-01-28",5,surveyape
info-76905,"2022-01-10",8,surveyape
info-76724,"2022-01-29",9,surveyape
info-76570,"2022-01-12",1,surveyape
info-76335,"2022-01-17",1,surveyape
info-76374,"2022-01-03",9,surveyape
info-76896,"2022-01-08",2,surveyape
info-77130,"2022-01-15",11,surveyape
info-76762,"2022-01-15",9,surveyape
info-76718,"2022-01-03",8,surveyape
info-76707,"2022-01-03",0,surveyape
info-76728,"2022-01-05",1,surveyape
info-77168,"2022-01-04",7,surveyape
info-76319,"2022-01-04",1,surveyape
info-77355,"2022-01-02",9,surveyape
info-76353,"2022-01-10",9,surveyape
info-77037,"2022-01-22",6,surveyape
info-76585,"2022-01-27",10,surveyape
info-76423,"2022-01-03",1,surveyape
info-76175,"2022-01-22",10,surveyape
info-76548,"2022-01-04",9,surveyape
info-76653,"2022-01-06",1,surveyape
info-76195,"2022-01-13",9,surveyape
info-76680,"2022-01-04",10,surveyape
info-76810,"2022-01-10",10,surveyape
info-76712,"2022-01-23",9,surveyape
info-77369,"2022-01-23",10,surveyape
info-76180,"2022-01-06",9,surveyape
info-77075,"2022-01-30",9,surveyape
info-76177,"2022-01-19",9,surveyape
info-77031,"2022-01-14",5,surveyape
info-77215,"2022-01-31",9,surveyape
info-76755,"2022-01-27",6,surveyape
info-77011,"2022-01-17",10,surveyape
info-76829,"2022-01-24",10,surveyape
info-77211,"2022-01-21",10,surveyape
info-76678,"2022-01-02",10,surveyape
info-77119,"2022-01-02",9,surveyape
info-77245,"2022-01-20",1,surveyape
info-76788,"2022-01-13",9,surveyape
info-77170,"2022-01-12",0,surveyape
info-77190,"2022-01-09",10,surveyape
info-76267,"2022-01-07",9,surveyape
info-76554,"2022-01-03",10,surveyape
info-77188,"2022-01-23",10,surveyape
info-76197,"2022-01-19",10,surveyape
info-76285,"2022-01-30",10,surveyape
info-77213,"2022-01-03",11,surveyape
info-76871,"2022-01-13",9,surveyape
info-76662,"2022-01-20",10,surveyape
info-76873,"2022-01-11",10,surveyape
info-76345,"2022-01-27",9,surveyape
info-77088,"2022-01-30",10,surveyape
info-76307,"2022-01-12",10,surveyape
info-77384,"2022-01-29",9,surveyape
info-76287,"2022-01-15",10,surveyape
info-76294,"2022-01-23",9,surveyape
info-76206,"2022-01-26",10,surveyape
info-76485,"2022-01-20",10,surveyape
info-77205,"2022-01-15",10,surveyape
info-76635,"2022-01-29",10,surveyape
info-77104,"2022-01-30",9,surveyape
info-76751,"2022-01-04",9,surveyape
info-77023,"2022-01-11",9,surveyape
info-76716,"2022-01-07",9,surveyape
info-76246,"2022-01-12",9,surveyape
info-76507,"2022-01-05",9,surveyape
info-76932,"2022-01-13",10,surveyape
info-76470,"2022-01-29",10,surveyape
info-77065,"2022-01-29",10,surveyape
info-76430,"2022-01-30",10,surveyape
onl-79189,"2022-01-12",9,surveyape
onl-78294,"2022-01-17",10,surveyape
onl-79548,"2022-01-29",10,surveyape
onl-77863,"2022-01-19",9,surveyape
onl-79509,"2022-01-21",10,surveyape
onl-77894,"2022-01-20",10,surveyape
onl-79058,"2022-01-22",10,surveyape
onl-79380,"2022-01-24",9,surveyape
onl-78265,"2022-01-14",10,surveyape
onl-77778,"2022-01-10",7,surveyape
onl-79444,"2022-01-03",6,surveyape
onl-77858,"2022-01-02",6,surveyape
onl-77994,"2022-01-15",4,surveyape
onl-79706,"2022-01-23",7,surveyape
onl-77639,"2022-01-25",7,surveyape
onl-79187,"2022-01-17",0,surveyape
onl-78449,"2022-01-12",9,surveyape
onl-77696,"2022-01-13",8,surveyape
onl-78708,"2022-01-04",7,surveyape
onl-77626,"2022-01-18",7,surveyape
onl-78110,"2022-01-13",6,surveyape
onl-79211,"2022-01-12",9,surveyape
onl-78174,"2022-01-07",3,surveyape
onl-78400,"2022-01-04",10,surveyape
onl-79607,"2022-01-11",10,surveyape
onl-78637,"2022-01-03",4,surveyape
onl-79773,"2022-01-12",10,surveyape
onl-78402,"2022-01-12",8,surveyape
onl-79111,"2022-01-11",10,surveyape
onl-79104,"2022-01-09",9,surveyape
onl-79025,"2022-01-19",10,surveyape
onl-77838,"2022-01-22",9,surveyape
onl-78993,"2022-01-21",8,surveyape
onl-77851,"2022-01-09",10,surveyape
onl-78276,"2022-01-25",10,surveyape
onl-78314,"2022-01-14",9,surveyape
onl-78232,"2022-01-04",9,surveyape
onl-78483,"2022-01-10",10,surveyape
onl-78553,"2022-01-22",10,surveyape
onl-78228,"2022-01-09",9,surveyape
onl-79088,"2022-01-27",10,surveyape
onl-78748,"2022-01-13",10,surveyape
onl-78200,"2022-01-28",9,surveyape
onl-79681,"2022-01-28",9,surveyape
onl-78644,"2022-01-27",10,surveyape
onl-77409,"2022-01-19",10,surveyape
onl-78317,"2022-01-13",9,surveyape
onl-78048,"2022-01-02",9,surveyape
onl-78580,"2022-01-08",10,surveyape
onl-78375,"2022-01-04",10,surveyape
onl-77496,"2022-01-30",10,surveyape
onl-77704,"2022-01-06",9,surveyape
onl-79173,"2022-01-31",9,surveyape
onl-78486,"2022-01-25",0,surveyape
onl-78854,"2022-01-08",10,surveyape
onl-79066,"2022-01-25",9,surveyape
onl-79525,"2022-01-10",10,surveyape
onl-78822,"2022-01-15",9,surveyape
onl-78166,"2022-01-20",9,surveyape
onl-78899,"2022-01-27",10,surveyape
onl-77745,"2022-01-12",0,surveyape
onl-77448,"2022-01-21",9,surveyape
onl-77930,"2022-01-26",9,surveyape
onl-79471,"2022-01-20",10,surveyape
onl-77547,"2022-01-16",9,surveyape
onl-79551,"2022-01-06",10,surveyape
onl-77450,"2022-01-03",9,surveyape
onl-79704,"2022-01-04",2,surveyape
onl-79574,"2022-01-06",9,surveyape
onl-78909,"2022-01-18",9,surveyape
onl-79465,"2022-01-22",9,surveyape
onl-77867,"2022-01-29",3,surveyape
onl-79771,"2022-01-31",10,surveyape
onl-78729,"2022-01-18",10,surveyape
onl-79132,"2022-01-27",1,surveyape
onl-78288,"2022-01-25",1,surveyape
onl-79454,"2022-01-23",10,surveyape
onl-77768,"2022-01-02",10,surveyape
onl-77853,"2022-01-04",10,surveyape
onl-78089,"2022-01-16",9,surveyape
onl-79798,"2022-01-15",9,surveyape
onl-78815,"2022-01-22",5,surveyape
onl-77551,"2022-01-04",9,surveyape
onl-78901,"2022-01-08",5,surveyape
onl-79725,"2022-01-09",9,surveyape
onl-78320,"2022-01-30",9,surveyape
onl-79831,"2022-01-26",1,surveyape
onl-78479,"2022-01-15",2,surveyape
onl-78604,"2022-01-16",9,surveyape
onl-78889,"2022-01-29",9,surveyape
onl-78769,"2022-01-20",10,surveyape
onl-79153,"2022-01-25",9,surveyape
onl-79027,"2022-01-21",9,surveyape
onl-78123,"2022-01-08",10,surveyape
onl-79196,"2022-01-04",10,surveyape
onl-79341,"2022-01-16",9,surveyape
onl-77971,"2022-01-07",9,surveyape
onl-79858,"2022-01-29",9,surveyape
onl-78674,"2022-01-19",9,surveyape
onl-78394,"2022-01-05",1,surveyape
onl-79102,"2022-01-22",9,surveyape
onl-77991,"2022-01-22",6,surveyape
onl-79216,"2022-01-28",5,surveyape
onl-78887,"2022-01-04",0,surveyape
onl-78936,"2022-01-05",9,surveyape
onl-77438,"2022-01-26",9,surveyape
onl-78677,"2022-01-13",10,surveyape
onl-79848,"2022-01-04",9,surveyape
onl-79030,"2022-01-26",9,surveyape
onl-77829,"2022-01-20",10,surveyape
onl-77892,"2022-01-04",10,surveyape
onl-79219,"2022-01-30",10,surveyape
onl-79159,"2022-01-31",9,surveyape
onl-77936,"2022-01-30",9,surveyape
onl-77708,"2022-01-30",9,surveyape
onl-78508,"2022-01-21",9,surveyape
onl-78255,"2022-01-11",9,surveyape
onl-78669,"2022-01-11",10,surveyape
onl-79280,"2022-01-30",10,surveyape
onl-78037,"2022-01-07",10,surveyape
onl-79696,"2022-01-08",9,surveyape
onl-79094,"2022-01-29",9,surveyape
onl-78801,"2022-01-07",10,surveyape
onl-77494,"2022-01-30",10,surveyape
onl-79229,"2022-01-25",10,surveyape
onl-77925,"2022-01-27",10,surveyape
onl-78979,"2022-01-15",9,surveyape
onl-78362,"2022-01-15",9,surveyape
onl-79787,"2022-01-28",9,surveyape
onl-78951,"2022-01-07",9,surveyape
onl-79668,"2022-01-04",9,surveyape
onl-78567,"2022-01-30",9,surveyape
onl-78443,"2022-01-21",9,surveyape
onl-79398,"2022-01-09",10,surveyape
onl-79048,"2022-01-29",10,surveyape
onl-77794,"2022-01-27",9,surveyape
onl-77691,"2022-01-14",10,surveyape
onl-77906,"2022-01-22",9,surveyape
onl-77657,"2022-01-24",10,surveyape
onl-78342,"2022-01-15",10,surveyape
onl-78529,"2022-01-04",10,surveyape
onl-78927,"2022-01-13",10,surveyape
onl-78250,"2022-01-05",9,surveyape
onl-77454,"2022-01-17",9,surveyape
onl-78511,"2022-01-29",6,surveyape
onl-78710,"2022-01-16",5,surveyape
onl-77521,"2022-01-11",1,surveyape
onl-78349,"2022-01-15",2,surveyape
onl-78101,"2022-01-04",3,surveyape
onl-79042,"2022-01-29",4,surveyape
onl-79126,"2022-01-13",1,surveyape
onl-78239,"2022-01-14",1,surveyape
onl-79518,"2022-01-06",5,surveyape
onl-79614,"2022-01-24",8,surveyape
onl-78681,"2022-01-26",7,surveyape
onl-79530,"2022-01-10",6,surveyape
onl-77882,"2022-01-29",9,surveyape
onl-78783,"2022-01-25",0,surveyape
onl-78435,"2022-01-27",0,surveyape
onl-79456,"2022-01-20",4,surveyape
onl-77956,"2022-01-29",5,surveyape
onl-79819,"2022-01-08",6,surveyape
onl-77420,"2022-01-26",0,surveyape
onl-77876,"2022-01-26",10,surveyape
onl-79620,"2022-01-22",9,surveyape
onl-79001,"2022-01-07",0,surveyape
onl-77872,"2022-01-24",2,surveyape
onl-77819,"2022-01-04",5,surveyape
onl-78895,"2022-01-05",4,surveyape
onl-78506,"2022-01-05",6,surveyape
onl-77417,"2022-01-09",5,surveyape
onl-77501,"2022-01-27",9,surveyape
onl-78683,"2022-01-10",0,surveyape
onl-79328,"2022-01-12",1,surveyape
onl-79751,"2022-01-28",9,surveyape
onl-78734,"2022-01-07",7,surveyape
onl-78861,"2022-01-22",8,surveyape
onl-78081,"2022-01-08",3,surveyape
onl-78966,"2022-01-11",2,surveyape
onl-79226,"2022-01-27",1,surveyape
onl-77644,"2022-01-13",0,surveyape
onl-77804,"2022-01-15",3,surveyape
onl-79846,"2022-01-22",5,surveyape
onl-77885,"2022-01-06",6,surveyape
onl-79296,"2022-01-12",5,surveyape
onl-78754,"2022-01-29",0,surveyape
onl-78353,"2022-01-06",3,surveyape
onl-77735,"2022-01-14",3,surveyape
onl-78731,"2022-01-20",2,surveyape
onl-79581,"2022-01-04",2,surveyape
onl-77733,"2022-01-14",10,surveyape
onl-79046,"2022-01-25",10,surveyape
onl-77481,"2022-01-10",10,surveyape
onl-79781,"2022-01-12",10,surveyape
onl-77642,"2022-01-10",9,surveyape
onl-79730,"2022-01-24",2,surveyape
onl-78626,"2022-01-20",10,surveyape
onl-78390,"2022-01-28",9,surveyape
onl-78203,"2022-01-22",9,surveyape
onl-78299,"2022-01-20",3,surveyape
onl-79655,"2022-01-30",3,surveyape
onl-77989,"2022-01-23",10,surveyape
onl-78746,"2022-01-01",10,surveyape
onl-79360,"2022-01-31",9,surveyape
onl-79403,"2022-01-01",10,surveyape
clh-81702,"2022-01-06",7,surveyape
clh-81787,"2022-01-15",6,surveyape
clh-81681,"2022-01-05",5,surveyape
clh-80915,"2022-01-31",5,surveyape
clh-80056,"2022-01-24",0,surveyape
clh-79922,"2022-01-17",1,surveyape
clh-80333,"2022-01-14",2,surveyape
clh-81447,"2022-01-15",3,surveyape
clh-81457,"2022-01-14",4,surveyape
clh-80552,"2022-01-04",10,surveyape
clh-81194,"2022-01-29",8,surveyape
clh-81723,"2022-01-04",7,surveyape
clh-81900,"2022-01-26",5,surveyape
clh-82106,"2022-01-18",9,surveyape
clh-183918,"2022-01-01",3,surveyape
clh-81744,"2022-01-15",5,surveyape
clh-80123,"2022-01-03",1,surveyape
clh-80545,"2022-01-29",2,surveyape
clh-81188,"2022-01-21",0,surveyape
clh-79893,"2022-01-18",4,surveyape
clh-80675,"2022-01-11",4,surveyape
clh-82334,"2022-01-23",6,surveyape
clh-81272,"2022-01-04",7,surveyape
clh-80236,"2022-01-02",8,surveyape
clh-81322,"2022-01-08",8,surveyape
clh-82167,"2022-01-20",3,surveyape
clh-80498,"2022-01-16",0,surveyape
clh-81379,"2022-01-25",1,surveyape
clh-81103,"2022-01-01",9,surveyape
clh-80756,"2022-01-25",0,surveyape
clh-81290,"2022-01-15",0,surveyape
clh-81487,"2022-01-30",5,surveyape
clh-81664,"2022-01-04",5,surveyape
clh-80294,"2022-01-11",3,surveyape
clh-81149,"2022-01-26",2,surveyape
clh-80762,"2022-01-17",1,surveyape
clh-80989,"2022-01-07",0,surveyape
clh-80485,"2022-01-19",6,surveyape
clh-82077,"2022-01-23",7,surveyape
clh-80634,"2022-01-20",8,surveyape
clh-80543,"2022-01-04",0,surveyape
clh-81836,"2022-01-10",0,surveyape
clh-80390,"2022-01-11",4,surveyape
clh-80101,"2022-01-23",3,surveyape
clh-81838,"2022-01-28",2,surveyape
clh-81531,"2022-01-05",1,surveyape
clh-81971,"2022-01-03",6,surveyape
clh-82154,"2022-01-31",7,surveyape
clh-79941,"2022-01-10",10,surveyape
clh-80704,"2022-01-05",9,surveyape
clh-80583,"2022-01-29",10,surveyape
clh-79937,"2022-01-27",10,surveyape
clh-80908,"2022-01-12",9,surveyape
clh-81967,"2022-01-24",5,surveyape
clh-81051,"2022-01-02",10,surveyape
clh-80802,"2022-01-21",10,surveyape
clh-81742,"2022-01-30",10,surveyape
clh-81809,"2022-01-16",8,surveyape
clh-81355,"2022-01-04",9,surveyape
clh-80387,"2022-01-13",8,surveyape
clh-81228,"2022-01-30",6,surveyape
clh-81480,"2022-01-07",9,surveyape
clh-81139,"2022-01-11",10,surveyape
clh-80926,"2022-01-21",10,surveyape
clh-80806,"2022-01-20",10,surveyape
clh-81267,"2022-01-23",9,surveyape
clh-80713,"2022-01-19",9,surveyape
clh-81338,"2022-01-10",9,surveyape
clh-80376,"2022-01-06",10,surveyape
clh-80976,"2022-01-21",9,surveyape
clh-82164,"2022-01-08",10,surveyape
clh-80396,"2022-01-21",2,surveyape
clh-80792,"2022-01-04",3,surveyape
clh-80467,"2022-01-30",4,surveyape
clh-80027,"2022-01-24",5,surveyape
clh-80401,"2022-01-28",6,surveyape
clh-80824,"2022-01-31",7,surveyape
clh-81432,"2022-01-22",8,surveyape
clh-79916,"2022-01-21",9,surveyape
clh-81211,"2022-01-14",9,surveyape
clh-81823,"2022-01-20",10,surveyape
clh-80668,"2022-01-28",10,surveyape
clh-80062,"2022-01-08",9,surveyape
clh-80048,"2022-01-21",9,surveyape
clh-80287,"2022-01-04",10,surveyape
clh-82191,"2022-01-21",9,surveyape
clh-81395,"2022-01-13",10,surveyape
clh-81969,"2022-01-22",9,surveyape
clh-80254,"2022-01-03",10,surveyape
clh-81342,"2022-01-15",9,surveyape
clh-80531,"2022-01-27",10,surveyape
clh-81979,"2022-01-10",10,surveyape
clh-82121,"2022-01-30",9,surveyape
clh-80920,"2022-01-23",10,surveyape
clh-82110,"2022-01-19",9,surveyape
clh-81760,"2022-01-22",10,surveyape
clh-81946,"2022-01-09",10,surveyape
clh-80602,"2022-01-29",9,surveyape
clh-80838,"2022-01-04",9,surveyape
clh-80527,"2022-01-29",10,surveyape
clh-82253,"2022-01-09",10,surveyape
clh-81346,"2022-01-11",10,surveyape
clh-81132,"2022-01-28",10,surveyape
clh-82196,"2022-01-03",10,surveyape
clh-81733,"2022-01-11",9,surveyape
clh-81600,"2022-01-27",10,surveyape
clh-81644,"2022-01-30",9,surveyape
clh-80085,"2022-01-04",9,surveyape
clh-80219,"2022-01-10",9,surveyape
clh-82098,"2022-01-09",10,surveyape
clh-80137,"2022-01-24",9,surveyape
clh-80094,"2022-01-18",10,surveyape
clh-82115,"2022-01-28",10,surveyape
clh-81421,"2022-01-09",10,surveyape
clh-79880,"2022-01-06",9,surveyape
clh-80958,"2022-01-27",9,surveyape
clh-80951,"2022-01-10",10,surveyape
clh-81962,"2022-01-29",10,surveyape
clh-81514,"2022-01-25",9,surveyape
clh-80416,"2022-01-07",10,surveyape
clh-80817,"2022-01-15",10,surveyape
clh-79924,"2022-01-07",9,surveyape
clh-79946,"2022-01-12",9,surveyape
clh-80353,"2022-01-06",9,surveyape
clh-82070,"2022-01-20",9,surveyape
clh-80104,"2022-01-10",10,surveyape
clh-80099,"2022-01-04",9,surveyape
clh-82207,"2022-01-27",10,surveyape
clh-80139,"2022-01-04",9,surveyape
clh-81082,"2022-01-18",9,surveyape
clh-80810,"2022-01-15",10,surveyape
clh-80003,"2022-01-22",10,surveyape
clh-81785,"2022-01-07",9,surveyape
clh-80982,"2022-01-21",9,surveyape
clh-82277,"2022-01-29",10,surveyape
clh-81467,"2022-01-17",10,surveyape
clh-81162,"2022-01-05",9,surveyape
clh-80917,"2022-01-12",10,surveyape
clh-81164,"2022-01-05",10,surveyape
clh-80482,"2022-01-11",9,surveyape
clh-82013,"2022-01-26",10,surveyape
clh-82312,"2022-01-16",9,surveyape
clh-80321,"2022-01-04",9,surveyape
clh-80196,"2022-01-14",10,surveyape
clh-81413,"2022-01-18",9,surveyape
clh-80765,"2022-01-29",10,surveyape
clh-80564,"2022-01-05",9,surveyape
clh-82126,"2022-01-17",10,surveyape
clh-80065,"2022-01-09",9,surveyape
clh-80525,"2022-01-20",9,surveyape
clh-80051,"2022-01-08",10,surveyape
clh-81474,"2022-01-08",10,surveyape
clh-81910,"2022-01-12",9,surveyape
clh-81879,"2022-01-12",9,surveyape
clh-81416,"2022-01-15",9,surveyape
clh-80885,"2022-01-16",9,surveyape
clh-80457,"2022-01-23",10,surveyape
clh-80642,"2022-01-07",10,surveyape
clh-80301,"2022-01-30",10,surveyape
clh-81449,"2022-01-23",10,surveyape
clh-82214,"2022-01-29",10,surveyape
clh-81746,"2022-01-11",9,surveyape
clh-81632,"2022-01-05",10,surveyape
clh-183917,"2022-01-01",9,surveyape
clh-81731,"2022-01-11",9,surveyape
clh-82221,"2022-01-19",10,surveyape
clh-80393,"2022-01-27",10,surveyape
clh-81915,"2022-01-31",10,surveyape
clh-81319,"2022-01-21",9,surveyape
clh-80947,"2022-01-15",9,surveyape
clh-81986,"2022-01-06",9,surveyape
clh-81388,"2022-01-03",9,surveyape
clh-80813,"2022-01-26",10,surveyape
clh-80428,"2022-01-05",9,surveyape
clh-80626,"2022-01-17",9,surveyape
clh-81303,"2022-01-03",10,surveyape
clh-80362,"2022-01-20",9,surveyape
clh-81689,"2022-01-30",9,surveyape
clh-82245,"2022-01-13",1,surveyape
clh-81372,"2022-01-09",1,surveyape
clh-80453,"2022-01-09",3,surveyape
clh-80239,"2022-01-05",1,surveyape
clh-81536,"2022-01-27",4,surveyape
clh-80913,"2022-01-03",5,surveyape
clh-81086,"2022-01-31",6,surveyape
clh-80860,"2022-01-11",7,surveyape
clh-81335,"2022-01-27",8,surveyape
clh-80782,"2022-01-14",5,surveyape
clh-81748,"2022-01-30",4,surveyape
clh-81202,"2022-01-07",3,surveyape
clh-81241,"2022-01-31",6,surveyape
clh-82141,"2022-01-28",6,surveyape
clh-81699,"2022-01-04",5,surveyape
clh-82040,"2022-01-22",4,surveyape
clh-81591,"2022-01-03",3,surveyape
clh-82216,"2022-01-16",1,surveyape
clh-80291,"2022-01-14",2,surveyape
clh-80878,"2022-01-16",8,surveyape
clh-81846,"2022-01-21",6,surveyape
clh-79976,"2022-01-11",6,surveyape
clh-81002,"2022-01-12",9,surveyape
clh-80898,"2022-01-28",10,surveyape
clh-80164,"2022-01-13",9,surveyape
clh-79949,"2022-01-10",9,surveyape
clh-80883,"2022-01-13",9,surveyape
clh-82149,"2022-01-28",10,surveyape
dsl-8488,"2022-01-09",9,surveyape
dsl-57705,"2022-01-30",10,surveyape
dsl-52474,"2022-01-24",5,surveyape
dsl-56455,"2022-01-04",10,surveyape
dsl-53571,"2022-01-07",10,surveyape
dsl-68469,"2022-01-20",9,surveyape
dsl-52616,"2022-01-03",9,surveyape
dsl-65386,"2022-01-30",10,surveyape
dsl-66823,"2022-01-31",10,surveyape
dsl-6979,"2022-01-29",9,surveyape
dsl-55218,"2022-01-30",10,surveyape
dsl-9220,"2022-01-05",10,surveyape
dsl-67720,"2022-01-07",10,surveyape
dsl-58415,"2022-01-10",10,surveyape
dsl-66183,"2022-01-11",9,surveyape
dsl-64515,"2022-01-05",10,surveyape
dsl-61317,"2022-01-17",9,surveyape
dsl-4111,"2022-01-28",10,surveyape
dsl-16752,"2022-01-19",0,surveyape
dsl-64705,"2022-01-15",9,surveyape
dsl-50036,"2022-01-10",7,surveyape
dsl-58418,"2022-01-04",6,surveyape
dsl-59865,"2022-01-25",3,surveyape
dsl-66968,"2022-01-31",4,surveyape
dsl-67729,"2022-01-26",4,surveyape
dsl-6765,"2022-01-10",5,surveyape
dsl-14175,"2022-01-21",6,surveyape
dsl-55926,"2022-01-13",6,surveyape
dsl-19378,"2022-01-05",7,surveyape
dsl-57514,"2022-01-07",8,surveyape
dsl-56251,"2022-01-18",8,surveyape
dsl-63220,"2022-01-10",8,surveyape
dsl-11317,"2022-01-16",4,surveyape
dsl-18469,"2022-01-19",6,surveyape
dsl-59245,"2022-01-09",5,surveyape
glass-84445,"2022-01-21",10,surveyape
glass-83714,"2022-01-25",9,surveyape
glass-84673,"2022-01-25",7,surveyape
glass-84732,"2022-01-27",7,surveyape
glass-82655,"2022-01-29",7,surveyape
glass-83258,"2022-01-07",6,surveyape
glass-84203,"2022-01-28",5,surveyape
glass-83702,"2022-01-25",4,surveyape
glass-83308,"2022-01-06",4,surveyape
glass-84014,"2022-01-03",3,surveyape
glass-83267,"2022-01-26",10,surveyape
glass-83879,"2022-01-07",10,surveyape
glass-82866,"2022-01-26",10,surveyape
glass-83667,"2022-01-20",9,surveyape
glass-83203,"2022-01-14",3,surveyape
glass-83659,"2022-01-15",4,surveyape
glass-84102,"2022-01-31",5,surveyape
glass-84042,"2022-01-03",8,surveyape
glass-84545,"2022-01-23",8,surveyape
glass-83835,"2022-01-27",0,surveyape
glass-83907,"2022-01-27",6,surveyape
glass-84049,"2022-01-04",5,surveyape
glass-83674,"2022-01-09",4,surveyape
glass-83994,"2022-01-22",9,surveyape
glass-83459,"2022-01-03",9,surveyape
glass-82884,"2022-01-07",1,surveyape
glass-84775,"2022-01-28",3,surveyape
glass-83692,"2022-01-06",4,surveyape
glass-83179,"2022-01-17",4,surveyape
glass-83511,"2022-01-11",5,surveyape
glass-84130,"2022-01-27",1,surveyape
glass-82653,"2022-01-20",1,surveyape
glass-82945,"2022-01-30",1,surveyape
glass-84478,"2022-01-26",8,surveyape
glass-84412,"2022-01-05",7,surveyape
glass-83114,"2022-01-17",5,surveyape
glass-84583,"2022-01-28",4,surveyape
glass-84484,"2022-01-29",3,surveyape
glass-84137,"2022-01-03",2,surveyape
glass-83087,"2022-01-24",1,surveyape
glass-82526,"2022-01-22",5,surveyape
glass-83041,"2022-01-11",9,surveyape
glass-82753,"2022-01-27",10,surveyape
glass-82735,"2022-01-29",10,surveyape
glass-82836,"2022-01-31",9,surveyape
glass-83175,"2022-01-14",10,surveyape
glass-83760,"2022-01-14",10,surveyape
glass-83624,"2022-01-05",9,surveyape
glass-82771,"2022-01-11",10,surveyape
glass-83084,"2022-01-31",10,surveyape
glass-84271,"2022-01-30",10,surveyape
glass-84273,"2022-01-08",10,surveyape
glass-83705,"2022-01-20",9,surveyape
glass-83725,"2022-01-10",9,surveyape
glass-82904,"2022-01-28",9,surveyape
glass-84216,"2022-01-30",9,surveyape
glass-83402,"2022-01-10",9,surveyape
glass-84170,"2022-01-06",5,surveyape
glass-82777,"2022-01-13",5,surveyape
glass-82846,"2022-01-02",5,surveyape
glass-82757,"2022-01-26",6,surveyape
glass-83619,"2022-01-10",4,surveyape
glass-83120,"2022-01-25",4,surveyape
glass-84715,"2022-01-18",4,surveyape
glass-82611,"2022-01-16",3,surveyape
glass-84717,"2022-01-12",3,surveyape
glass-82869,"2022-01-28",5,surveyape
glass-84210,"2022-01-30",4,surveyape
glass-82348,"2022-01-06",4,surveyape
glass-83925,"2022-01-14",0,surveyape
glass-84620,"2022-01-21",1,surveyape
glass-84045,"2022-01-21",10,surveyape
glass-83849,"2022-01-03",10,surveyape
glass-82444,"2022-01-11",9,surveyape
glass-84257,"2022-01-14",9,surveyape
glass-83852,"2022-01-08",10,surveyape
glass-82700,"2022-01-22",5,surveyape
glass-84047,"2022-01-11",5,surveyape
glass-84187,"2022-01-28",4,surveyape
glass-82923,"2022-01-27",10,surveyape
glass-82765,"2022-01-20",10,surveyape
glass-83394,"2022-01-21",10,surveyape
glass-84380,"2022-01-03",10,surveyape
glass-83986,"2022-01-12",9,surveyape
glass-84778,"2022-01-05",10,surveyape
